AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
national,neutral,support,Representative ,twitter,BBC News - Parkinson's stem cell 'breakthrough' We can rebuild the walls .... If we have a mind to Work .http://t.co/orsOT36pad
national,partisan,policy,Senator ,twitter,I cosponsored bill as lifeline for more than 400K MD students drowning in student debt w interest rates that continue to climb.
constituency,partisan,policy,Representative ,twitter,Mainly only on federal issues MT @ZachRomano: Do you have any influence on the SC State Senate and their role with funding? #askJeff
constituency,partisan,policy,Senator ,twitter,Cornyn Response to Texas Voter ID Lawsuit from Justice Department: http://t.co/sWmS0zLTwM
national,neutral,information,Representative ,twitter,The #IRSâ€™s excuses just donâ€™t pass the smell test http://t.co/nB7UpjCBOM
national,partisan,policy,Representative ,twitter,It was great to join you! MT @FrownieGirl @RepDanKildee Thanks for waking up with YL Breakfast Club yesterday &amp; for helping to change lives!
national,neutral,information,Representative ,twitter,Natural gas found in #water wells near #fracking sites. http://t.co/HsNpiVjFRH
constituency,neutral,information,Representative ,twitter,"Reps Cummings, Wilson &amp; I ask @USGAO to look at long lines at polls last November, particularly in #VA &amp; #FL. http://t.co/17UT9YzVLM @WTOP"
national,neutral,support,Senator ,twitter,"The deadline to nominate folks as Angels in Adoption is July 23, and can be submitted here: http://t.co/ZBevrNkobz"
national,neutral,policy,Senator ,twitter,North Pole showed up in full force for #Eielson meeting last night. My staffer Janelle &amp; intern Haley went to take part http://t.co/LTMxd1Gk
national,neutral,support,Representative ,twitter,Sen. Mark Kirk: from pessimist 2 optimist! http://t.co/BZ7P9z3D
national,partisan,mobilization,Representative ,twitter,6PM tele-town hall. Share your thoughts abt the shutdown &amp; debt ceiling proposal 855-269-4484 #nc09 #CLT #ncpol
national,partisan,policy,Representative ,twitter,Four years since #ACA became law: 105 million Americans have received access to free preventive services. #healthcare4all
national,neutral,information,Senator ,twitter,New blog post filled w/recent news from fed agencies includes a link to where to get latest on fight against Ebola: http://t.co/Ac9otZnVZI
national,partisan,policy,Senator ,twitter,"Contrary to common belief, the average minimum wage worker isnâ€™t a teenager earning a little extra cash. http://t.co/75GaU2NrXb"
national,neutral,support,Representative ,twitter,En vivo ahora a las 8 con @SatchaPretto en @DespiertaAmeric // Live at 8a with Satcha Pretto on Despierta America.
national,neutral,policy,Representative ,twitter,Grateful for the opportunity to talk to members of @RIBuilders. Construction jobs in RI are so important! http://t.co/bQZ4ZMNv7i
national,neutral,policy,Representative ,twitter,Why I could not support the #Intelligence Authorization bill today - http://t.co/GCfXQl1gN4
national,neutral,personal,Representative ,twitter,Congratulations to @kevinomccarthy @GOPWhip on your win as House Majority Leader! Let's get to work!
national,neutral,personal,Senator ,twitter,"Visited with Meriam Ibrahim yesterday--in her darkest days in prison in Sudan, her Christian faith never faltered: http://t.co/IIalTIw72M"
national,partisan,attack,Representative ,twitter,Here is my floor speech on the #RequireAPlan Act which will force the Pres. to say when he would balance our budget http://t.co/ETrbVmWs
national,partisan,policy,Representative ,twitter,Our economy is too fragile for extreme austerity: http://t.co/zdCGnaEh #sequestration
national,neutral,media,Representative ,twitter,"Met w/ Leanza Bethel, an @AmericanU student from Garland to congratulate her on receiving a Boren Scholarship. PHOTO: http://t.co/aEhHuShDxg"
national,neutral,personal,Representative ,twitter,"He is obviously a great performer, but @Travistritt is also a tireless advocate for veterans..."
national,neutral,personal,Representative ,twitter,Important biennial budget bill I have been working on with @RepRibble passed the House Budget Committee today with bipartisan support!
national,neutral,information,Senator ,twitter,The Week in Review: http://t.co/juqapnrPn0 #Vt #Vermont #Boston #Guns #Budget2013 #GasPrices
national,neutral,support,Representative ,twitter,"Hall Fights Administration's ""Cap and Trade"" Proposal on Power Plants http://t.co/N9PTfgu3Au"
national,neutral,support,Representative ,twitter,Where are the jobs in Paul Ryans Budget? All I see are crucial investment cuts &amp; tax loophole preservation #GOPBudget http://t.co/vsRHcppzi0
constituency,neutral,personal,Representative ,twitter,Always enjoy mtg w/ #leaders of #LVbiz community @lvchamber #EggsandIssues #transportation #uav #I11 #biz #jobs http://t.co/NlQJ7OQ2w0
national,partisan,mobilization,Senator ,twitter,Still need your help. Please let your lawmakers know you support the Reed-Heller bipartisan compromise to #RenewUI.
national,partisan,policy,Senator ,twitter,No surprise here. More #Obamacare problems surface: via @abcnews 'Report: Health Law Sign-Ups Dogged by Data Flaws' http://t.co/WbIGhv6IqU
national,neutral,other,Representative ,twitter,To America's best &amp; brightest: here's a link to info on veteran job training http://t.co/z6diqWbbgf
constituency,partisan,personal,Senator ,twitter,@Justinnovation_ @BillPascrell Thanks Justin!
national,partisan,policy,Representative ,twitter,".@francie57 @HouseDemocrats want to #endthesequester &amp; have plan to do so. It's important for economic stability, certainty &amp; jobs. #AskDems"
national,neutral,information,Representative ,twitter,"@HouseCommerce hearing has started regarding #Obamacare. #AskSebelius #BrokenPromises

 Watch here: http://t.co/lpgfPn0M47"
constituency,neutral,constituency,Senator ,twitter,"Thanks to the @NFAAUSA Easton Complex in Yankton for the tour today, enjoyed seeing the facility. http://t.co/5VYtwZEOSM"
national,neutral,personal,Representative ,twitter,Warm welcome at High Liner Foods! http://t.co/G6isHe5IAc
national,neutral,policy,Representative ,twitter,The delicate task ahead of us is to set the conditions for a rebuilding of our relationship with Egypt. http://t.co/9PwlGKBE0r
national,partisan,policy,Senator ,twitter,Cornyn: No Obamacare Exemptions For Federal Employees: http://t.co/UwlNJBymMh
constituency,neutral,constituency,Representative ,twitter,Pleased to welcome students interested in the U.S. Military Service Academy nominations at @NorthPointHS this weekend http://t.co/tEJ15fKvWS
national,partisan,support,Senator ,twitter,W @SenBlumenthal @SenatorDurbin @MarkeyMemo &amp;DV survivors to intro bill to close domestic abuser loophole in gun laws http://t.co/Qr74fDJnpb
national,neutral,support,Representative ,twitter,RT @michaelcburgess: My thoughts and prayers are with victims and families of the Fort Hood tragedy on this 4 year anniversary. http://t.coâ€_
national,partisan,support,Representative ,twitter,"BREAKING: The House just passed the Path to Prosperity Budget, paving the way for real economic reforms. http://t.co/JEyakxGXFR"
constituency,neutral,support,Representative ,twitter,Congratulations to organizers for another successful year of the Mock Prison Riot exercises in Marshall County. http://t.co/S5vvU2qqXk
national,neutral,personal,Representative ,twitter,RT @RepMarkTakano: Take a stand against bullying. Support #SpiritDay. http://t.co/JGkd2VXTlE
national,partisan,personal,Representative ,twitter,@melodyisdestiny you are passing on a lie
national,neutral,media,Representative ,twitter,Watch the #Benghazi hearing LIVE today 10:30AM CT: http://t.co/N58o18XZts
national,neutral,media,Representative ,twitter,I will be talking to @shanewarnershow in a few minutes to give my weekly Washington update.You can listen online at: http://t.co/GDnmhdWdN3
national,partisan,policy,Representative ,twitter,Obama late for press conference where he'll promise to fix delays?
constituency,neutral,media,Representative ,twitter,Good morning #OH14! Busy day ahead- first stop Lubrizol in #LakeCounty
constituency,neutral,personal,Representative ,twitter,Thanks for invite.  Very excited for @startitupde RT @coINLoftDE: @TechForumDE :: thanks for your support and a fantastic event last night!
national,neutral,policy,Senator ,twitter,Maxwell &amp; Jacek of @UWMadison of @USStudents visited to promote affordable higher education &amp; a #FairShot for all. http://t.co/LA1fq7h68g
national,neutral,support,Senator ,twitter,".@hassanrouhani, when will you release the seven Baha'i leaders; learn more about their case here, http://t.co/xpsyYqBvzF"
national,neutral,personal,Representative ,twitter,It's #AmericanEducationWeek! Thanks to all educators in RI &amp; nationwide @educationweek @NEAToday @NEARhodeIsland @edvotes #AEW2014
national,partisan,policy,Representative ,twitter,"Why is #POTUS so eager to negotiate with Putin about Syrian issues, but refuses to negotiate with Congress over American issues?"
national,partisan,policy,Senator ,twitter,New Forest Service report further reinforces that the current way the government budgets for wildfire suppression is unsustainable. #idpol
national,neutral,personal,Senator ,twitter,I stand with Israel as it mourns the loss of innocent civilians attacked at their place of worship: http://t.co/Y5wZ85BHq0
national,neutral,support,Representative ,twitter,Via @YahooNews: WH's market-based student loan solution â€œmore aligned w/the House legislationâ€ù than Dem-led Senate http://t.co/2ht2heo1Jq
national,partisan,support,Senator ,twitter,#Obamacare is law of the land &amp; millions of women are already benefiting. These political games could hurt them the most. #standwithwomen
national,neutral,media,Senator ,twitter,Tune in as the HELP Committee begings its 7th hearing on #retirementsavings. It will be broadcast live on CSPAN-3 http://t.co/yQ4Dr0C4
national,neutral,information,Senator ,twitter,Senator Crapo will deliver his opening statement at the first Budget Conference Committee meeting soon. http://t.co/iYETBQMQIC â€“ Staff
national,partisan,policy,Representative ,twitter,@ASH_hematology Agree shouldn't cut med research. Now where should we cut to make up 4 that increase in deficit?   Med benefits to illegals?
constituency,neutral,policy,Representative ,twitter,I am proud to join my colleagues today to unveil the @USProgressives Caucus #BetterOff Budget.
national,neutral,personal,Representative ,twitter,@tylergonigam Hope you had a great time!
national,partisan,attack,Representative ,twitter,"Voted NO on the Making College More Expensive Act passed by the House Majority #dropthatdebt #dontdoublemyrates 
http://t.co/DcK6cTh5c4"
constituency,neutral,constituency,Representative ,twitter,Join me &amp; @NAACP today from 10-3 at @FloridaCity Youth Activity Center for a day of #ACA enrollment activities. See you there! #GetCovered
national,neutral,personal,Senator ,twitter,.@Forbes: Six Lessons for Building Startup Communities From the Founders of  @1MillionCupsKC http://t.co/L1kL1WreRg http://t.co/8HGB60opYc
national,neutral,personal,Senator ,twitter,Congrats to AmbKenQuinn &amp;John Ruahfor outstanding 3day program at DesMoines World Food Prize honoring this year Prize winner Sanjaya Rajaram
national,neutral,support,Representative ,twitter,"Thanks to @RepHorsford for helping to put a human, real-life face on the need to #RenewUI and fight for middle class. http://t.co/GBXFAlqZrD"
national,neutral,support,Representative ,twitter,Coming up at 11:05 Central? Ill be joining @Varneyco to talk about the Keystone Pipeline. Tune in!
constituency,neutral,constituency,Representative ,twitter,Chatted with a few @PeaceCorps volunteers in #Manila during my Congressional delegation trip in Asia. http://t.co/LDFVTR8Tn9
national,partisan,mobilization,Representative ,twitter,Now following @RedMillennial hoping to involve and hear from more #youngconservatives  Stay in touch! And stay involved! #fl19
constituency,partisan,personal,Representative ,twitter,Today I introduced a Congressional Resolution wishing the #Sikh community a joyous #Vaisakhi: http://t.co/rq6d6qHu7L
